architecture,node_count,reasoner,repetition,query_round,endpoint,role,query_id,category,tier,duration_ms,result_count,ask_result,result_digest
physical,1,rdfs,3,1,http://127.0.0.1:8391,cloud,BASE-Q14,delegation,core,3.789053,1,,dcd8c3258e95549dde016df10cf22183c036214d75d30e686ca7ac2fb5ea3271
physical,1,rdfs,3,1,http://127.0.0.1:8391,cloud,EXT-Q34,data_lifecycle,core,3.560898,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,1,http://127.0.0.1:8391,cloud,EXT-Q28,security_identity,core,3.383704,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,1,http://127.0.0.1:8391,cloud,EXT-Q06,semantic_schema,core,3.374625,12,,1377568d225cfb45a1899c2ea951adf7ebda5ada4e188dbf5f114110484fa3ae
physical,1,rdfs,3,1,http://127.0.0.1:8391,cloud,BASE-Q06,identity_consent,core,3.27319,10,,f8aebcef3bdb5c68142d34426190fd6a36c4b31394471c9c7602e6c19e67ff84
physical,1,rdfs,3,1,http://127.0.0.1:8391,cloud,EXT-Q39,context_zones,core,3.296371,5,,1ca154c8210da56b45e42825f86a318f53dc0325a456648a0db2cbcced59de18
physical,1,rdfs,3,1,http://127.0.0.1:8391,cloud,BASE-Q11,wellbeing,core,3.042153,1,,941d461ce01f2fa52ba95291e46e52524d75bd44e2b938eab7e81404936a8b7c
physical,1,rdfs,3,1,http://127.0.0.1:8391,cloud,BASE-Q32,decision,core,3.079849,4,,b91031de6b6257d2428b9195175f3c860291b874d6603c50eb4713a1b65b2628
physical,1,rdfs,3,1,http://127.0.0.1:8391,cloud,BASE-Q12,adaptation,core,3.037805,1,,ddcd6b8cd42f3d2e1f6aa052eeeca5d4423f9db85cdc91915481db3956dfffff
physical,1,rdfs,3,1,http://127.0.0.1:8391,cloud,EXT-Q29,security_identity,core,2.93493,1,,5e56d4b1c34d01016304a6e8bc0397a3d6e7898ce43942ff1b6aab07b06810f2
physical,1,rdfs,3,1,http://127.0.0.1:8391,cloud,BASE-Q29,topology,core,2.614795,1,True,35df7182aa6c75e0a1066245f679b81ec9ad05e9964a0684980a466c9cc63ac4
physical,1,rdfs,3,1,http://127.0.0.1:8391,cloud,EXT-Q20,identity_consent,core,2.612209,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,1,http://127.0.0.1:8391,cloud,BASE-Q15,identity_consent,core,2.632035,1,,7ac55bded7c8d1294bfcac4ddeb28b5921a8083a19185e216bf5d1c0d62bd370
physical,1,rdfs,3,1,http://127.0.0.1:8391,cloud,EXT-Q65,delegation,core,2.698379,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,1,http://127.0.0.1:8391,cloud,BASE-Q18,context_zones,core,2.415013,1,,200d4d55bb0d8b9374961d2df3fa99d83d8caf54dc79a7784bb84dd44b081eda
physical,1,rdfs,3,1,http://127.0.0.1:8391,cloud,EXT-Q32,data_lifecycle,core,2.414629,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,1,http://127.0.0.1:8391,cloud,BASE-Q34,topology,core,2.08133,1,,7c66062f36ae31e8068455da76c0bb4f918e7f6b8ecee7cd8a7946f3b6047884
physical,1,rdfs,3,1,http://127.0.0.1:8391,cloud,BASE-Q27,adaptation,core,1.825264,1,True,35df7182aa6c75e0a1066245f679b81ec9ad05e9964a0684980a466c9cc63ac4
physical,1,rdfs,3,1,http://127.0.0.1:8391,cloud,BASE-Q30,federation,core,1.469436,1,True,35df7182aa6c75e0a1066245f679b81ec9ad05e9964a0684980a466c9cc63ac4
physical,1,rdfs,3,1,http://127.0.0.1:8391,cloud,BASE-Q26,observability,core,1.310101,1,True,35df7182aa6c75e0a1066245f679b81ec9ad05e9964a0684980a466c9cc63ac4
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q15,identity_consent,core,2880.195619,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q26,security_identity,core,933.24799,504,,568ca4d1de868bca17daf5210eada824632ea4de68b88ee9e12e09afc2485226
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q74,audit_temporal,core,939.529154,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q73,audit_temporal,core,735.994142,4622,,41552ed96ec73b9580c2c7465ea892f6f0de07340dcda6fcb907d964e3341c1a
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q16,identity_consent,core,635.280269,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q22,security_identity,domain,268.24059,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,BASE-Q10,observability,domain,391.15388,504,,10d067607b3e689df21e19820fec64c4ef53e0b5eb53b9a713732558aa7f0071
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q25,data_lifecycle,domain,164.329758,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q18,identity_consent,core,135.568313,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q13,identity_consent,core,113.884031,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q14,identity_consent,core,111.620397,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q24,data_lifecycle,core,106.031017,502,,cc6ab0f000aa5583447de693f3ecb6b7f61b8b4d68cc162137de3731343157b2
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,BASE-Q03,wellbeing,domain,49.797022,504,,0f2fd59ce6dac99c6d4b906f7fa3533d34f49d248f3a0542a4ae6fa554f74947
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,BASE-Q20,identity_consent,domain,90.655163,504,,3884a662286545e0d04aac3e476e174a688df12eb4de66112e76c1dcceba3b3a
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,BASE-Q09,wellbeing,domain,85.126494,506,,03fb5c704e3543a11dd248a2d894ccb7afaefd99ca08beba2ce6c544912d41c7
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,BASE-Q23,topology,core,77.415588,501,,e05e7092a4cf6ac418481aaf8b197928d727f7b1a4599f0dc4726278b0a68a0e
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,BASE-Q01,identity_consent,core,68.862624,504,,ff3ce94d275620cecc9b21539d797cc3a2da2f115be4d99cf02e00d53299236f
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q11,identity_consent,core,71.766128,525,,7a184c1471f857803678b1c098023801815a3697bad5e739cdc7e868fe057fa7
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q12,identity_consent,core,71.153007,528,,52290a2b1307cd4d9af1d7e2de22fce9b588933c38babca6118cebd24243116f
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q19,identity_consent,core,62.536128,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q67,federation,core,6.81072,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q08,policy_governance,core,54.502699,1089,,cb9e0103c9327f1c4691ec9d7612deebd04c0e73140f23e2a6209bb8af1efc51
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q53,decision,core,9.778868,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q54,decision,domain,48.201732,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q80,validation,core,32.050346,13,,0cefa3a1036bceb704603183fe7520794c05d65538c743c77d376c43ebdc560c
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q10,policy_governance,core,37.920655,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q35,data_lifecycle,core,35.625506,506,,e159afa16c0ecbbd3cf7fcff418e7e26ab45563c465ecee53dd366752837dae4
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q76,validation,core,4.659339,9,,50bf3d3f7f446e045722279f6d243ecc804cd2cf73b381d9c89f530b567855ea
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q70,audit_temporal,core,30.367646,204,,01824916f48e90d6c6df066f2950c4d8a2e2d6f71ba4af556d43e8921ae41930
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q17,identity_consent,core,20.982152,8,,3071bd3ad9cc1daac2632f317152a64e2d9d9e0d189068465ece1f8c3872334f
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q37,context_zones,domain,21.670051,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q59,adaptation,core,17.602628,35,,13174fdc62dcf1fb82964d21f2ae1d433999faabd3565ac32b4f7d156d1f54ee
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q75,validation,core,16.724088,74,,8dd432df42d733f2411b2aebc51682848ddadc97425c41088f0a99090f77f1c0
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q05,semantic_schema,core,16.349478,17,,e0fc9190703b6a7b2695ddc448f5c7e54c4feeff2545477c3194ebfd8ccb1f0c
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,BASE-Q35,delegation,core,14.802641,180,,496f817f7c8ccec2b677b93877c2e54259f1052bee3fa9bbc330cf1af1a46630
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q61,adaptation,core,1.768817,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q03,policy_governance,core,13.960957,79,,d73ae3d5ddfcd345147bae778101c21ab13194fca3fa92ad08259d39931b66d5
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q09,policy_governance,core,111.975435,6,,68de07660e010156bf3f3ea01000180657c8e8fc155ac9a053c3a64dbc538102
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q04,policy_governance,core,13.294588,55,,fced7e97d29b215a8321753998b7519dc1825dacc4af090c67ffc54bee4479bc
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q78,policy_governance,core,11.770155,37,,dc49d089c1cfb621b31177ad5794c8ca7638f40689eba56af4f4ea2a38c683f1
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q46,decision,core,10.856351,11,,497649f7b7fb5bb312db17c133552fcb5363c177bcdf3a7d4da3f9e09d27ef3a
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,BASE-Q07,observability,core,10.463793,26,,2afa96fa114e5f2b5b5f72993facc7ac5a57fefe6ceae76be92bb35fdf5a6677
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,BASE-Q28,identity_consent,domain,10.311869,0,False,92b91e0dd8f69dcc43f3c56062f944147504cf0d80f20c98005fda34c727fd7e
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q45,trust,core,10.016439,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q38,context_zones,domain,10.172415,1,,d0d58146bc80e4e03947b8200631e8b89fdb27ee77b2a31daf4bee1a10c44367
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q71,audit_temporal,core,9.483618,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q79,policy_governance,core,9.736136,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q47,decision,core,9.341357,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q30,security_identity,core,9.216844,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q77,validation,core,8.788464,6,,ba52fb52449a77784e328f0aaa19807ddd9156c7457ea722a8af2f2082dce9ad
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q27,security_identity,core,35.003247,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q07,policy_governance,core,8.866796,67,,c3cf27e703656fdaa8295f23b31076c1afcb14a5022b1b47538e2961fe033646
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q44,trust,core,8.895731,10,,106b6808e582efd6a78626f18c7807191e7a08ebe629f87847227d80e6ce6f19
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q56,decision,core,8.591111,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q51,decision,core,8.040557,32,,d96e9e0968e2bb5a55d9ce98a9e9522d5cb6082d083dcb5d8b65c30d87614d48
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,BASE-Q08,observability,core,12.803212,2,,6527f1e187dfa51f5dc78e109fe2d9fb47aed82a4ec8f897d1dda6ee6850aa0a
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,BASE-Q31,identity_consent,core,7.699495,3,,a3f296325bd2022ac9e2fb848837fc93d53db534fb2c2f6ac0ff467cd99cd89c
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q52,decision,core,8.372286,32,,e4cc722951be46789eb75264501a53ba96774192510017491e856efc76f0aa19
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,BASE-Q17,context_zones,domain,8.718591,1,,50b7b5a085e0802a1897953a959e0c9ea4c5f943dc26de55b2219ea7deac4b89
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q43,trust,core,55.07307,12,,09e36e91c47b761f1f036d024c43d3a5da0aa11bcdec5c62a51401f663593326
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,BASE-Q21,decision,core,7.197814,11,,7fc13e36a90de226eedecbd26ccd453be5ba11798c2c5af4a7d857a15cbb7e1e
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,BASE-Q19,decision,core,6.556754,9,,443ff98a2de06ad51f558d63e0e63398d704563a4c9e035dd9323360e09c09bb
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q66,federation,core,5.073717,2,,1a9af60cfbb87dd79b68021c3d70e1ee6f230e648f1ad6360ef50fffd374b4df
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q40,trust,core,6.651309,12,,44d1133750d0daf65e973d007b6a6e9b1e1cf12491f15ed0d6fec1877346ffa9
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q48,decision,core,6.424168,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q64,delegation,core,4.071246,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q41,trust,core,6.202892,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q36,context_zones,core,6.323766,1,,b691a10c930fd32c789bb07f0f1fd7d606e3241b1fbe110ce3bb9c0f5b95cd37
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,BASE-Q24,federation,core,5.852733,5,,0d4871d54d4eadbfa110f9223c2a6b641ea8c65326db34ade1288d5eab5ceb54
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q23,data_lifecycle,core,5.199618,3,,3955e7b96dea26719774b2d2a200be73c38cf84521f9352a6b96ed1af0a71d7a
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q01,semantic_schema,core,5.717369,6,,66d5edbbdc2282624ffec271a4a523a20fdc7331b886d2884edf86a885532bcc
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q50,decision,core,5.762779,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q72,audit_temporal,core,5.798653,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,BASE-Q02,topology,core,4.627027,15,,75cd8629893d8c6b89f6b8595efb4766ec72ade5f4d73c1d2cdad2a96f560e6b
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q60,adaptation,core,5.227867,1,,285931564bf116179a45da920fdf958a3347ea1df763213bb7e2afba77c47d16
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q58,decision,core,5.521947,7,,5a003716962d1299d69dd1de460f6a48eb40b34fbbb1eeb486379f039621a795
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q49,decision,core,5.455801,8,,61a1a998385e4071933469d06cffd5e2cd092016daefcdce08d2e38a8bf4d078
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q69,federation,core,5.407863,2,,8271d93912e320b11a3ca6d70e5061d5132abb26053b022198090871531d61eb
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,BASE-Q16,federation,core,5.160533,3,,550eeca87dc96402bbed090f1737eaacfb6b27d2290401797018cbcf303b8147
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,BASE-Q04,decision,core,4.425843,7,,cc222a87554e870ffae43cba023647670c0589b8ec1b4500dd1d797a399c3bf2
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,BASE-Q33,observability,core,4.959581,6,,957c6a3c3a22c74e3a42504670b4c91af1222275dbe35905f0b160e6a9355f93
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q63,delegation,core,4.843225,1,,d4b4c3785ae985658dfc4a4433dd002e5aec5a2321080af4e85474c06a3404f5
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q68,federation,core,4.60996,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q21,identity_consent,core,4.707871,42,,5f5f842f77c77fd4daaf1aeead5ac66f83ba3baa3a0c30af7c9fc75f471e69cc
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q62,adaptation,core,4.37563,1,,3dafef0eca79c68f05b79939f40198bc13232639d500d3e9875bc263b0f00d4d
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,BASE-Q25,identity_consent,core,4.534642,1,,4591a69ecb6837fd65b28a9688ad10f0fb7b8ca54c1a6ac395ef142fc831cfbf
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,BASE-Q22,adaptation,core,4.38689,3,,70205401426a8e8adbf4220710b3638c6a47af2e7e7264f0b771b1bcbb070e80
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q42,trust,core,4.214212,9,,f05876d6579062dc6d4275cbdc95e4e521b19a1850e9ebef4a6cb7a737cd9c12
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q55,decision,core,4.218722,8,,8c3e48566f94616cee569d9b5812ba30ec566c1adc22c2c92d13749c523df534
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q33,data_lifecycle,core,4.160519,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q02,semantic_schema,core,3.951672,3,,81bea9a8c2d4cf1237d7fb131249cc18ec4ca629eeabaadbd5f0b9b58d3e3333
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q57,decision,core,3.841645,7,,058d2944c03f01a48917edc20c871d5f86e2b184778cd894bf433e94a8ffca12
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,BASE-Q05,wellbeing,domain,3.674009,5,,4b096b851fd9e6935d2e2e6c7bd57464c473db58008af4b34e60338033a84d23
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,BASE-Q13,adaptation,core,3.775851,1,,25e56d4be1969d1d6de5386e2c3ff26456f8069edb7847a9dc7e32a9b09c8948
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q31,data_lifecycle,core,3.470865,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,BASE-Q14,delegation,core,3.532769,1,,dcd8c3258e95549dde016df10cf22183c036214d75d30e686ca7ac2fb5ea3271
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q34,data_lifecycle,core,3.374725,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q28,security_identity,core,3.302964,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q06,semantic_schema,core,3.236616,12,,1377568d225cfb45a1899c2ea951adf7ebda5ada4e188dbf5f114110484fa3ae
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,BASE-Q06,identity_consent,core,3.16429,10,,f8aebcef3bdb5c68142d34426190fd6a36c4b31394471c9c7602e6c19e67ff84
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q39,context_zones,core,3.245308,5,,1ca154c8210da56b45e42825f86a318f53dc0325a456648a0db2cbcced59de18
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,BASE-Q11,wellbeing,core,2.969833,1,,941d461ce01f2fa52ba95291e46e52524d75bd44e2b938eab7e81404936a8b7c
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,BASE-Q32,decision,core,3.021851,4,,b91031de6b6257d2428b9195175f3c860291b874d6603c50eb4713a1b65b2628
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,BASE-Q12,adaptation,core,2.922925,1,,ddcd6b8cd42f3d2e1f6aa052eeeca5d4423f9db85cdc91915481db3956dfffff
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q29,security_identity,core,2.822382,1,,5e56d4b1c34d01016304a6e8bc0397a3d6e7898ce43942ff1b6aab07b06810f2
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,BASE-Q29,topology,core,2.497371,1,True,35df7182aa6c75e0a1066245f679b81ec9ad05e9964a0684980a466c9cc63ac4
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q20,identity_consent,core,2.5527,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,BASE-Q15,identity_consent,core,2.547851,1,,7ac55bded7c8d1294bfcac4ddeb28b5921a8083a19185e216bf5d1c0d62bd370
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q65,delegation,core,2.462883,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,BASE-Q18,context_zones,core,2.19442,1,,200d4d55bb0d8b9374961d2df3fa99d83d8caf54dc79a7784bb84dd44b081eda
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,EXT-Q32,data_lifecycle,core,2.227975,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,BASE-Q34,topology,core,2.050646,1,,7c66062f36ae31e8068455da76c0bb4f918e7f6b8ecee7cd8a7946f3b6047884
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,BASE-Q27,adaptation,core,1.728978,1,True,35df7182aa6c75e0a1066245f679b81ec9ad05e9964a0684980a466c9cc63ac4
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,BASE-Q30,federation,core,1.412048,1,True,35df7182aa6c75e0a1066245f679b81ec9ad05e9964a0684980a466c9cc63ac4
physical,1,rdfs,3,2,http://127.0.0.1:8391,cloud,BASE-Q26,observability,core,1.262787,1,True,35df7182aa6c75e0a1066245f679b81ec9ad05e9964a0684980a466c9cc63ac4
physical,1,rdfs,3,3,http://127.0.0.1:8391,cloud,EXT-Q15,identity_consent,core,2868.82354,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,3,http://127.0.0.1:8391,cloud,EXT-Q26,security_identity,core,928.128929,504,,568ca4d1de868bca17daf5210eada824632ea4de68b88ee9e12e09afc2485226
physical,1,rdfs,3,3,http://127.0.0.1:8391,cloud,EXT-Q74,audit_temporal,core,1076.605909,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,3,http://127.0.0.1:8391,cloud,EXT-Q73,audit_temporal,core,637.314785,4622,,41552ed96ec73b9580c2c7465ea892f6f0de07340dcda6fcb907d964e3341c1a
physical,1,rdfs,3,3,http://127.0.0.1:8391,cloud,EXT-Q16,identity_consent,core,636.998213,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,3,http://127.0.0.1:8391,cloud,EXT-Q22,security_identity,domain,281.906999,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,3,http://127.0.0.1:8391,cloud,BASE-Q10,observability,domain,394.122112,504,,10d067607b3e689df21e19820fec64c4ef53e0b5eb53b9a713732558aa7f0071
physical,1,rdfs,3,3,http://127.0.0.1:8391,cloud,EXT-Q25,data_lifecycle,domain,159.786785,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical,1,rdfs,3,3,http://127.0.0.1:8391,cloud,EXT-Q18,identity_consent,core,138.669473,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
